rango_etario,victima_genero,agresor_genero,agresor_relacion_victima,violencia_tipo
45-59,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA, SEXUAL"
45-59,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
0-17,MASCULINO,,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA, SEXUAL"
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA, PSICOLÓGICA, SEXUAL"
0-17,MASCULINO,,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA, SEXUAL"
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA, SEXUAL"
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
30-44,FEMENINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
45-59,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
60+,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
45-59,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
45-59,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,MASCULINO,,OTRO NO CONVIVIENTE,PSICOLÓGICA
0-17,MASCULINO,,OTRO CONVIVIENTE,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
45-59,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,MASCULINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
0-17,FEMENINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,SEXUAL
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,FAMILIAR DIRECTO,SEXUAL
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,FAMILIAR DIRECTO,SEXUAL
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,OTRO CONVIVIENTE,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,"ECONÓMICA, FÍSICA"
60+,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
45-59,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
60+,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
60+,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,MASCULINO,,OTRO CONVIVIENTE,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,MASCULINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
60+,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
30-44,MASCULINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
60+,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
45-59,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
0-17,FEMENINO,,FAMILIAR DIRECTO,"FÍSICA, SEXUAL"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,OTRO CONVIVIENTE,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
45-59,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
45-59,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
45-59,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,MASCULINO,,OTRO CONVIVIENTE,PSICOLÓGICA
30-44,MASCULINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,OTRO NO CONVIVIENTE,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
18-29,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,OTRO NO CONVIVIENTE,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,OTRO NO CONVIVIENTE,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
18-29,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
60+,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,MASCULINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,OTRO CONVIVIENTE,FÍSICA
18-29,MASCULINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,OTRO CONVIVIENTE,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,OTRO CONVIVIENTE,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,OTRO CONVIVIENTE,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,OTRO CONVIVIENTE,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
